Name: ,Specialization,Highest degree: ,Experience,Fee,Degrees:,Wait_time,Number of Patients:,Rating,Location
Dr. Zain Akram,Dentist,BDS,9 Years,"Rs. 4,000",M.Sc (Oral Medicine),11 Years,not available,96%,Karachi
Dr. M. Sohail Saeed,Dentist,BDS (Gold Medalist),32 Years,"Rs. 1,500",,Under 15 Min,81,99%,Karachi
Dr. Hina Naeem,Dentist,B.D.S.,6 Years,"Rs. 1,000",,Under 15 Min,3,100%,Karachi
Dr. Bilal Shahid,Dentist,BDS,11 Years,"Rs. 1,000",,Under 15 Min,19,100%,Karachi
Dr. Mehwish Tariq,Dentist,B.D.S.,11 Years,"Rs. 1,000",,4 Years,not available,100%,Karachi
Dr. Muhammad Nabeel Asghar,Dentist,B.D.S.,4 Years,"Rs. 1,000",,Under 15 Min,21,100%,Karachi
Dr. Salah Ud Din,"Dentist, Cosmetic Dentist",BDS,4 Years,Rs. 300,"RDS,  C-Implant",Under 15 Min,1083,100%,Karachi
Dr. H. M. Mobin Riaz,"Dentist, Restorative Dentist, Prosthodontist, Implantologist",B.D.S,7 Years,"Rs. 1,000",C.Implants,Under 15 Min,950,97%,Karachi
Dr. Noman Ali,"Dentist, Endodontist",B.D.S,6 Years,"Rs. 1,000",F.C.P.S (Operative Dentistry and Endodontics),Under 15 Min,294,100%,Karachi
Dr. Maham Khan,"Dentist, Cosmetologist",B.D.S.,4 Years,Rs. 300,"D-Cosmetic Medicine (UK),  C-Non-Surgical Face Lift (UK),  C-Advance Botox,  Fillers & Threads (UK),  C-Orthodontics",Under 15 Min,1254,98%,Karachi
Dr. Syed Moiz Ali,Dentist,B.D.S,5 Years,"Rs. 1,000","C. Endo,  C. Resto",Under 15 Min,4,100%,Karachi
Dr. Faizan Nasir Virk,"Dentist, Restorative Dentist, Cosmetic Dentist, Specialist in Operative Dentistry, Oral and Maxillofacial Surgeon",B.D.S,9 Years,Rs. 800,"F.C.P.S(Oral & Maxillofacial Surgery),  C-Implant,  C-Endo,  R.D.S.",Under 15 Min,1393,100%,Karachi
Dr. Attique ur Rehman,"Dentist, Endodontist, Implantologist",B.D.S,12 Years,"Rs. 3,000",F.C.P.S,Under 15 Min,13,83%,Karachi
Dr. Maham Latif Rana,Dentist,BDS,12 Years,"Rs. 2,000",,2 Years,not available,83%,Karachi
Dr. Hira Sabeen,Dentist,BDS,12 Years,"Rs. 1,000",,2 Years,not available,83%,Karachi
Dr. Sana Naeem,Dentist,B.D.S.,7 Years,"Rs. 1,500",Masters of Health Administration,15 - 30 Min,11,100%,Karachi
Dr. Shoaib Zuberi,"Dentist, Oral and Maxillofacial Surgeon",MBBS,7 Years,"Rs. 2,000",FCPS  (Oral & Maxillofacial Surgery),11 Years,not available,100%,Karachi
Dr. Zuhaib Farooq,"Dentist, Implantologist",BDS,12 Years,"Rs. 2,000",M.Phil,15 - 30 Min,3,100%,Karachi
Dr. Hassan Nawaz,"Dentist, Implantologist",B.D.S.,3 Years,"Rs. 1,000","R.D.S,  C-Implant",Under 15 Min,309,98%,Karachi
Dr. Syed Mubashir Hussain,Dentist,BDS (Gold Medalist),7 Years,"Rs. 1,000","MHPE,  C-Implant",15 - 30 Min,14,100%,Karachi
Dr. Imran Zia,Dentist,BDS,23 Years,"Rs. 1,000",C-Implant (Korea),Under 15 Min,148,98%,Karachi
Dr. Osama Shoukat,"Dentist, Endodontist",B.D.S.,7 Years,"Rs. 1,500",,15 - 30 Min,37,100%,Karachi
Dr. Hurria Shafi,Dentist,BDS (Gold Medalist),3 Years,"Rs. 1,000",Certified in Aesthetic and Restorative Dentistry,15 - 30 Min,5,100%,Karachi
Assist. Prof. Dr. Ijaz Ur Rehman,"Dentist, Implantologist, Oral and Maxillofacial Surgeon",BDS,16 Years,"Rs. 1,500",F.C.P.S.,Under 15 Min,457,99%,Karachi
Dr. Sarfaraz Mirbaher,"Dentist, Endodontist",B.D.S,16 Years,"Rs. 1,000","FCPS,  MBA-HHCM,  PGD- Healthcare Management,  PGD-Forensic Odontology ,  CHPE",5 Years,not available,99%,Karachi
Dr. Ummer Amin,Dentist,B.D.S.,8 Years,"Rs. 1,000","Dip.Periodontology,  Dip.Implantology",Under 15 Min,4,100%,Karachi
Dr. Ahmed Ammar Shamsi,"Dentist, Oral and Maxillofacial Surgeon",B.D.S.,14 Years,"Rs. 1,000","MDS,  C.Implant,  MOMSRCSEd",Under 15 Min,21,91%,Karachi
Dr. Aqsa Khawar,"Dentist, Orthodontist",B.D.S.,8 Years,"Rs. 1,000",,Under 15 Min,70,94%,Karachi
Dr. Ahmad Abdul Haseeb,"Oral and Maxillofacial Surgeon, Dentist",BDS,11 Years,"Rs. 2,000",FCPS (Oral & Maxillofacial Surgery),Under 15 Min,12,100%,Karachi
Dr. Muhammad Awais,"Dentist, Cosmetic Dentist",B.D.S.,5 Years,"Rs. 1,000",,Under 15 Min,7,100%,Karachi
Dr. Tabinda Jamshaid,"Dentist, Implantologist, Orthodontist",B.D.S.,24 Years,"Rs. 1,000",Certified in Implantology,Under 15 Min,57,94%,Karachi
Dr. Saadat Ali,Dentist,BDS,15 Years,"Rs. 1,000",,Under 15 Min,85,100%,Karachi
Dr. Hira Anees,"Dentist, Implantologist, Orthodontist",BDS (Gold Medalist),10 Years,"Rs. 1,000","FCPS (Orthodontics) ,  C.Implants",Under 15 Min,534,98%,Karachi
Dr. Taha Sami,"Dentist, Prosthodontist",B.D.S,4 Years,"Rs. 1,000",,15 - 30 Min,12,92%,Karachi
Dr. Anum Mehmood,"Dentist, Implantologist",BDS,8 Years,"Rs. 2,500","MPhil (Physiology),  C-Implantology,  CHPE",Under 15 Min,2,100%,Karachi
Dr. Sidra Jamil,"Dentist, Cosmetic Dentist",BDS,10 Years,"Rs. 1,000","RDS,  MBA (UK),  Certification in Orthodontics (C-Orth),  C- Aligners",Under 15 Min,318,100%,Karachi
Dr. Mehak Babar,"Dentist, Cosmetic Dentist",BDS,10 Years,"Rs. 2,500",,4 Years,not available,100%,Karachi
Dr. Daniyal Naeem Dar,Dentist,BDS,"100%
                                                                                    (3)","Rs. 2,000",MFDS,3 Years,3,,Karachi
Dr. Nomair Kamal Kazi,Dentist,BDS,13 Years,"Rs. 2,000",MDS,Under 15 Min,71,100%,Karachi
Dr. Aneeqa Yaqub,"Dentist, Orthodontist",B.D.S.,10 Years,"Rs. 2,000",F.C.P.S. (Orthodontics),15 - 30 Min,48,100%,Karachi
Dr. Amna Kamran,"Dentist, Orthodontist",BDS,4 Years,Rs. 500,D. Orthodontics,Under 15 Min,13,100%,Karachi
Dr. Zia Ur Rehman,Dentist,B.D.S.,4 Years,"Rs. 2,500",Master of Public Health,16 Years,not available,100%,Karachi
Dr. Khadija Hammad,Dentist,B.D.S.,5 Years,"Rs. 1,000",,Under 15 Min,379,100%,Karachi
Dr. Asra Naseem,Dentist,BDS,5 Years,"Rs. 1,000",,6 Years,not available,100%,Karachi
Dr. Hassan Yousaf,Dentist,B.D.S,"100%
                                                                                    (128)",Rs. 500,Advanced General Dentistry,4 Years,128,,Karachi
Prof. Dr. Fareeha Bokhari,"Dentist, Orthodontist",B.D.S,20 Years,"Rs. 3,000",F.C.P.S. ( Orthodontics ),Under 15 Min,328,100%,Karachi
Dr. Ahmad Liaquat,"Oral and Maxillofacial Surgeon, Dentist",FFDRCS(Ireland),10 Years,"Rs. 1,500","FAOCMF(Germany),  FCPS(Maxillofacial Surgery),  MHPE,  BDS (Gold Medalist)",Under 15 Min,174,93%,Karachi
Assoc. Prof. Dr. Ali Raza Jafri,"Dentist, Orthodontist",M.Orth RCSEd (U.K),15 Years,"Rs. 1,500","FCPS(ORTHODONTICS ),  BDS(Gold Medalist)(de’Mont),  RDS,  B.Sc",Under 15 Min,840,100%,Karachi
Assist. Prof. Dr. Muhammad Azeem,"Dentist, Orthodontist",BDS,12 Years,"Rs. 1,200","FCPS ,  CMT,  M.C.P.S (HPE),  MDS Masters - Orthodontics",Under 15 Min,27,100%,Karachi
Dr. Muhammad Ayyaz Butt,Dentist,B.D.S.,7 Years,"Rs. 1,000","C-Implants,  C-Ortho",Under 15 Min,464,91%,Karachi
Dr. Umm-E-Aiman,"Dentist, Cosmetic Dentist",B.D.S.,5 Years,"Rs. 1,000","Professional Dip. In Advance General Dentistry,  C-Implantology",Under 15 Min,72,100%,Karachi
Dr. Ali Saeed Sethi,"Dentist, Endodontist",BDS,8 Years,"Rs. 1,000","MSc (Endo.),  C-Implant,  C-Ortho,  C-Aesthetic (Dentistry)",Under 15 Min,133,98%,Karachi
Dr. Yasir Mahmood,"Dentist, Cosmetic Dentist",B.D.S.,5 Years,"Rs. 1,000",,Under 15 Min,120,92%,Karachi
Dr. Mujahid Rehman,Dentist,B.D.S.,5 Years,"Rs. 1,000",,15 - 30 Min,30,100%,Karachi
Dr. Kinza Bajwa,Dentist,BDS,4 Years,Rs. 500,Certified in Aesthetic and Restorative Dentistry,Under 15 Min,99,80%,Karachi
Dr. Haroon Bin Aslam,Dentist,B.D.S.,2 Years,"Rs. 1,000",,Under 15 Min,3,100%,Karachi
Dr. Zeeshan Tahir,Dentist,BDS(UCMD),5 Years,"Rs. 1,000",C-IMP(UHS),Under 15 Min,1,100%,Karachi
Dr. Muneeba Adnan,Dentist,B.D.S.,9 Years,"Rs. 1,000",,Under 15 Min,144,98%,Karachi
Dr. Rehan Hamid,Dentist,B.D.S.,6 Years,"Rs. 1,000",,Under 15 Min,236,100%,Karachi
Dr. Naauman Zaheer,"Dentist, Implantologist",B.D.S,13 Years,"Rs. 2,000","MPhil,  PhD (Malaysia)",Under 15 Min,32,100%,Karachi
Dr. Farman Ul Haq,Dentist,BDS,11 Years,"Rs. 3,000",,Under 15 Min,7,100%,Karachi
Dr. Bushra Tariq,"Dentist, Cosmetic Dentist",B.D.S.,11 Years,"Rs. 1,000",,4 Years,not available,100%,Karachi
Dr. Husnain Akram Tahir,"Oral and Maxillofacial Surgeon, Dentist",B.D.S,8 Years,"Rs. 1,000","F.C.P.S (Oral and Maxillofacial Surgery).,   MFDRCS (Ireland)",Under 15 Min,17,94%,Karachi
Dr. Shahroz Asad Khan,Dentist,BDS,8 Years,Rs. 500,Professional Diploma in Advanced General Dentistry,5 Years,not available,94%,Karachi
Dr. Sarmad Saif Ur Rehman,"Dentist, Periodontist",B.D.S,"100%
                                                                                    (2)",Rs. 600,"MS (Malaysia),  MME",8 Years,2,,Karachi
Dr. Muhammad Hassaan Rasheed,"Dentist, Restorative Dentist",B.D.S.,6 Years,"Rs. 1,000",,Under 15 Min,89,100%,Karachi
Dr. Aashfa Nasir,"Dentist, Orthodontist",BDS,25 Years,"Rs. 1,000","SLE,  BLS,  C-implant,  C-Ortho",Under 15 Min,202,99%,Islamaad
Dr. Zeeshan Baig,"Dentist, Oral and Maxillofacial Surgeon",B.D.S,12 Years,"Rs. 1,500","M.C.P.S (Oral & Maxillofacial Surgery),  M.F.D- RCSI,  Certified in Oral and Craniomaxillofacial Surgery,  MFDS RCPS (Glasgow)",15 - 30 Min,33,100%,Islamaad
Prof. Dr. Owais Khalid Durrani,"Dentist, Orthodontist",Bachelor of Dental Surgery (BDS),18 Years,"Rs. 2,500","Fellow College of Physicians and Surgeons of Pakistan (Orthodontics),  FCPS,  Membership in Orthodontics (MOrth),  Fellow Faculty of Dental Surgery (Orthodontics) FFDRCSI,  Fellowship in Dental Surgery (FDSRCSE),  FDSRCPSG,  Cer",Under 15 Min,229,98%,Islamaad
Dr. Sadia Khalid,Dentist,B.D.S.,15 Years,"Rs. 3,000",Master Of Dental Surgery ( Paediatric Dentistry ),15 - 30 Min,7,100%,Islamaad
Dr. Zain Ahmad Qureshi,"Dentist, Cosmetic Dentist, Oral and Maxillofacial Surgeon",B.D.S.,5 Years,"Rs. 1,000",,Under 15 Min,180,99%,Islamaad
Dr. Hissam Ayub Khan,Dentist,BDS,13 Years,"Rs. 2,000",FICD (USA),Under 15 Min,227,100%,Islamaad
Dr. Kiran Haseeb,Dentist,BDS,7 Years,"Rs. 2,000",,15 - 30 Min,5,100%,Islamaad
Dr. Afeef Umer Zia,Dentist,BDS,14 Years,"Rs. 3,000","FCPS,  MORTH RCS",Under 15 Min,5,100%,Islamaad
Dr. Ayesha Khan,"Dentist, Restorative Dentist, Cosmetic Dentist, Implantologist",BDS,15 Years,"Rs. 1,000","RDS,  C-Endo,  C-Ortho,  C-Implants,  AST in Periodentology,  ClearPath Orthodontics,  Certified Aligners",Under 15 Min,540,100%,Islamaad
Dr. Adnan Aslam,Dentist,BDS,"100%
                                                                                    (5)","Rs. 2,500","(FCPS),  (FFD RCSI)",15 Years,5,,Islamaad
Dr. Deksha Kumari,"Dentist, Cosmetic Surgeon",BDS,"100%
                                                                                    (5)","Rs. 1,000",,1 Years,not available,,Islamabad
Dr. Shiza Shahzad,Dentist,B.D.S.,"100%
                                                                                    (48)","Rs. 2,000",,2 Years,48,,Islamabad
Dr. Madiha Akhwand,"Dentist, Restorative Dentist, Cosmetic Dentist",B.D.S.,10 Years,"Rs. 1,500",,Under 15 Min,6,80%,Islamabad
Dr. Madiha Parvez Sheikh,"Dentist, Endodontist",BDS,12 Years,Not Available,MSc Endodontics (U.K),15 - 30 Min,1,100%,Islamabad
Dr. Khadeejah Qureshi,"Dentist, Cosmetic Dentist",BDS,7 Years,"Rs. 2,000","RDS,  C-Endo",15 - 30 Min,9,100%,Islamabad
Dr. Moniza Abedi Sohail,Dentist,B.D.S,27 Years,"Rs. 2,500",R.D.S,Under 15 Min,7,100%,Islamabad
Dr. Hashim Kiani,Dentist,BDS,27 Years,Not Available,,1 Years,not available,100%,Islamabad
Dr. Maryam Tariq,Dentist,BDS,2 Years,Rs. 500,RDS,Under 15 Min,2,100%,Islamabad
Dr. Nauman Arshad,"Dentist, Orthodontist",B.D.S.,6 Years,"Rs. 1,000","M.C.P.S (R),  M.D.S (R)",Under 15 Min,29,100%,Islamabad
Dr. Muhammad Adnan Asif Raja,"Dentist, Cosmetic Dentist",B.D.S.,17 Years,"Rs. 1,500","RDS,  PGD (RIU),  C-Implantology,  C-Orthodontics",15 - 30 Min,1,100%,Islamabad
Dr. Arsalan Amin,"Dentist, Aesthetic Physician",BDS,3 Years,"Rs. 1,000","C-Endo,  Diploma in Aesthetic Medicine( AAA American board),  Fellowship In Aesthetic Medicine (AACME)",Under 15 Min,17,100%,Islamabad
Dr. Husnain Akram,"Dentist, Implantologist",B.D.S.,"100%
                                                                                    (4)","Rs. 1,000",,5 Years,4,,Islamabad
Dr. Amir Habib,"Endodontist, Restorative Dentist, Cosmetic Dentist, Dentist",BDS,6 Years,"Rs. 1,000",MS (Endodontics),Under 15 Min,9,100%,Islamabad
Dr. Ahsan Rush,"Dentist, Oral and Maxillofacial Surgeon",B.D.S,11 Years,"Rs. 2,500",F.C.P.S. ( Oral & Maxillo-Facial Surgery ),Under 15 Min,48,100%,Islamabad
Dr. Sadia Falak,"Dentist, Cosmetic Dentist",B.D.S.,2 Years,"Rs. 1,500","C-Endo,  C-Prosthodocis",Under 15 Min,5,100%,Islamabad
Dr. Usman Sheikh,"Dentist, Cosmetic Dentist",BDS,2 Years,"Rs. 1,000",,15 Years,not available,100%,Islamabad
Dr. Mahnoor Sohail,Dentist,BDS,4 Years,Rs. 750,"RDS,  C-Endo,  C-Prostho",Under 15 Min,10,100%,Islamabad
Prof. Dr. Syed Gulzar Ali Bukhari,"Dentist, Oral and Maxillofacial Surgeon",BDS,29 Years,"Rs. 1,500","MCPS,  FCPS,  MPHE",Under 15 Min,66,99%,Islamabad
Prof. Dr. Umar Farooq Marwat,Dentist,B.D.S.,18 Years,"Rs. 2,500","M.F.D.S. R.C.S. ( UK),  M.D.S.",Under 15 Min,80,99%,Islamabad
Dr. Mamoona Batool,"Dentist, Orthodontist",BDS,8 Years,"Rs. 1,000",,15 - 30 Min,6,100%,Islamabad
Assoc. Prof. Dr. Sobia Siddique,Dentist,B.D.S,20 Years,"Rs. 1,500","M.Phil (Oral Pathology),  M.P.H,   C. Orthodontics,  C. Implantology,  C. Restorative Dentistry",Under 15 Min,49,100%,Islamabad
Dr. Azka Anum,Dentist,BDS,20 Years,Rs. 500,"C-Endo,  C-Resto",2 Years,not available,100%,Islamabad
Dr. Shehryar Akhtar,"Dentist, Orthodontist",B.D.S,5 Years,"Rs. 1,000",MDS (R) Orthodontics,Under 15 Min,39,100%,Islamabad
Dr. Aimen Zafar,Dentist,B.D.S,2 Years,Not Available,,15 - 30 Min,4,100%,Islamabad
Dr. Asiya Ayaz,"Dentist, Endodontist, Implantologist, Orthodontist",BDS,5 Years,"Rs. 1,000","RDS,  3D CAD/CAM",Under 15 Min,247,98%,Islamabad
Dr. Iqra Abbasi,Dentist,B.D.S.,5 Years,"Rs. 2,000",,2 Years,not available,98%,Islamabad
Dr. Saqba Hassan,"Dentist, Orthodontist",B.D.S,10 Years,"Rs. 1,500",F.C.P.S,Under 15 Min,32,97%,Islamabad
Dr. Nabiya Shahroz,Dentist,B.D.S,8 Years,"Rs. 1,500",,Under 15 Min,2,100%,Islamabad
Dr. Brig ( R ) Amina Abbas Mirza,"Dentist, Cosmetic Dentist",BDS,8 Years,"Rs. 2,500",,25 Years,not available,100%,Islamabad
Dr. Hamza Ulfat,"Dentist, Restorative Dentist, Endodontist",BDS,14 Years,"Rs. 2,000",MDS (Restorative and Endodontics),Under 15 Min,29,100%,Islamabad
Dr. Alveena Shahab,"Dentist, Orthodontist",B.D.S.,9 Years,"Rs. 1,500",,15 - 30 Min,2,100%,Islamabad
Dr. Ali Haider,"Dentist, Implantologist",B.D.S.,3 Years,"Rs. 1,000",,Under 15 Min,37,100%,Islamabad
Dr. Warda Arif,"Orthodontist, Cosmetic Dentist, Dentist",B.D.S.,10 Years,Not Available,,15 - 30 Min,40,80%,Islamabad
Dr. Mahrukh khan,Dentist,BDS,3 Years,"Rs. 1,000",RDS,Under 15 Min,7,86%,Islamabad
Dr. Muneeba Hameed,Dentist,BDS,5 Years,"Rs. 1,000",,15 - 30 Min,12,90%,Islamabad
Dr. Nigam Sattar Khan,"Dentist, Oral and Maxillofacial Surgeon",BDS,10 Years,Not Available,"FCPS (Oral & Maxillo-Facial Surgery),  FFD Royal College of Surgeons Ireland",Under 15 Min,7,100%,Islamabad
Dr. Sajal Hajra,Dentist,BDS,14 Years,"Rs. 2,000",,Under 15 Min,30,100%,Islamabad
Dr. Aleena Tariq,Dentist,B.D.S.,5 Years,"Rs. 1,500","Certified in Aesthetic Physician,  Advanced Diploma in  General Dentistry,  Advanced Course in Laser Dentistry,  Certified in Clear Path,  C-Ortho",Under 15 Min,11,90%,Islamabad
Dr. Iqra Shabbir,"Dentist, Cosmetic Dentist",B.D.S.,7 Years,"Rs. 1,000",,Under 15 Min,448,100%,Islamabad
Dr. Hannia Khan,"Cosmetic Dentist, Dentist",B.D.S.,7 Years,Rs. 700,,2 Years,not available,100%,Islamabad
Dr. Khawar Masood Khan,"Dentist, Cosmetic Dentist, Implantologist",BDS,35 Years,"Rs. 2,000","MSc (UK),  PGT (Germany),  C-Cosmetic,  C-Implant,  Certified Laser Specialist",Under 15 Min,147,98%,Islamabad
Dr. Shahnawaz Ahmed,"Dentist, Cosmetic Dentist",BDS,13 Years,"Rs. 1,000","MCPS (Periodontology) (T),  C-Implant",Under 15 Min,719,99%,Islamabad
Dr. Faizan Hussain Qureshi,Dentist,BDS,13 Years,"Rs. 1,500","Master of Science in Public Health,  MDS (Operative Dentistry)",10 Years,not available,99%,Islamabad
Assoc. Prof. Dr. Aamir Ghafoor,"Prosthodontist, Dentist",BDS,13 Years,"Rs. 1,500",FCPS (Prosthodontics),15 Years,not available,99%,Islamabad
Dr. Ayesha Yousaf,"Dentist, Cosmetic Dentist",B.D.S,13 Years,Not Available,,5 Years,not available,99%,Islamabad
Dr. Kaynaat,Dentist,BDS RDS,2 Years,Rs. 500,,15 - 30 Min,4,100%,Islamabad
Dr. Sohail Sajjad,"Dentist, Endodontist",BDS,9 Years,"Rs. 1,000","RDS,  MPhil (Histopathology)",Under 15 Min,26,100%,Islamabad
Dr. Rahemeen Aman,Dentist,B.D.S.,9 Years,Not Available,,3 Years,not available,100%,Islamabad
Dr. Danya Abbasi,"Dentist, Endodontist, Implantologist",B.D.S,6 Years,"Rs. 2,000",,Under 15 Min,30,100%,Islamabad
Dr. Wafa Abdi,"Dentist, Cosmetic Dentist",B.D.S.,6 Years,"Rs. 1,500",,Under 15 Min,26,96%,Islamabad
Dr. Baria Zareef,"Dentist, Cosmetic Dentist, Endodontist",B.D.S,3 Years,"Rs. 1,000","R.D.S,  C-Endodontic and Restorative Dentistry,  Certified in Mono-Implants",15 - 30 Min,83,100%,Islamabad
Dr. Ali Shahbaz,"Dentist, Cosmetic Dentist",BDS,3 Years,"Rs. 2,000",RDS,3 Years,not available,100%,Islamabad
Dr. Faheem Ahmed,"Dentist, Oral and Maxillofacial Surgeon",B.D.S,8 Years,"Rs. 1,000",F.C.P.S. ( Oral & Maxillo-Facial Surgery ),Under 15 Min,26,100%,Islamabad
Dr. Amenah Masood,Dentist,B.D.S,6 Years,Not Available,,30 - 45 Min,1,100%,Islamabad
Dr. Shumaila Basit,"Dentist, Orthodontist",B.D.S.,10 Years,"Rs. 1,200","R.D.S,  C. Ortho,  M.Sc. (Oral Medicine)",Under 15 Min,74,99%,Islamabad
Dr. Maliha Mumtaz,"Orthodontist, Dentist",B.D.S.,8 Years,"Rs. 1,500",,Under 15 Min,20,100%,Islamabad
Dr. Abdul Rehman,"Prosthodontist, Dentist",B.D.S.,32 Years,"Rs. 1,000",F.C.P.S. (Prosthodontics),Under 15 Min,64,100%,Islamabad
Dr. Sidra Saleem,Dentist,B.D.S.,2 Years,"Rs. 2,500","R.D.S.,  Certification in Advanced Restorative Dentistry",15 - 30 Min,4,100%,Islamabad
Dr. Sardar Muhammad Saad,"Dentist, Endodontist",B.D.S.,9 Years,"Rs. 2,500",MSc Endodontics,Under 15 Min,4,100%,Islamabad
Dr. Sara Khalid,Dentist,BDS,9 Years,"Rs. 1,200",,2 Years,not available,100%,Islamabad
Dr. Amna Riaz,"Dentist, Restorative Dentist",B.D.S,15 Years,"Rs. 2,500","F.C.P.S,  C-Implants,  C-Endo",Under 15 Min,20,100%,Islamabad
Dr. Saad Saud Farooqui,"Dentist, Orthodontist",B.D.S,8 Years,"Rs. 2,000","C-Orthodontist,  F.C.P.S. (Orthodontics)",Under 15 Min,47,98%,Islamabad
Dr. Abdul Manan,"Oral and Maxillofacial Surgeon, Dentist",BDS,15 Years,"Rs. 1,500",MS (Oral & Maxillofacial Surgery),Under 15 Min,14,100%,Islamabad
Dr. Muhammad Nabeel,"Dentist, Endodontist",B.D.S.,15 Years,Rs. 500,,15 - 30 Min,12,100%,Islamabad
Dr. Shahroz Sajjad,Dentist,BDS,15 Years,"Rs. 1,500",Master of Clinical Dentistry (UK),8 Years,not available,100%,Islamabad
Assist. Prof. Dr. Anam Cheema,"Dentist, Cosmetic Dentist, Implantologist",BDS,15 Years,"Rs. 2,000","RDS,  C-Implant,  M.S.C (UK),  BSc,  Clear Aligners / Invisalign Certified",Under 15 Min,170,96%,Islamabad
Dr. Noor Ul Ayen,"Dentist, Cosmetic Dentist",B.D.S.,2 Years,Not Available,,Under 15 Min,2,100%,Islamabad
Dr. Hamza Adeel,"Dentist, Cosmetic Dentist",B.D.S.,2 Years,Rs. 700,,Under 15 Min,3,67%,Islamabad
Dr. Muhammad Saleem Sharif,Dentist,BDS,12 Years,Not Available,,Under 15 Min,31,97%,Islamabad
Dr.  Bakhtawar Yaqoob,Dentist,BDS,2 Years,Not Available,,Under 15 Min,9,88%,Islamabad
Dr. Naseem Ara,"Dentist, Cosmetic Dentist",BDS,100%,Not Available,FCPS,25 Years,not available,,Islamabad
Dr. Sara Khan,Dentist,BDS,3 Years,Not Available,,Under 15 Min,12,92%,Islamabad
Dr. Amna Shuja,Dentist,BDS,3 Years,Not Available,,10 Years,not available,92%,Islamabad
Dr. Saeed Mustafa,"Orthodontist, Dentist",BDS,10 Years,Not Available,MDS (Ortho),Under 15 Min,68,98%,Islamabad
Dr. Sadaf Imran,Dentist,BDS,10 Years,Not Available,,23 Years,not available,98%,Islamabad
Dr. Qaiser Omer,Dentist,B.D.S,"100%
                                                                                    (2)",Not Available,,14 Years,2,,Islamabad
Dr. Shoaib Hameed,"Dentist, Orthodontist",BDS,8 Years,Not Available,"MDS,  C-Endo,  C-Impant",Under 15 Min,27,100%,Islamabad
Dr. Munaaf Hashim,"Dentist, Implantologist",B.D.S,14 Years,Not Available,MSc (Endodontist),Under 15 Min,17,100%,Islamabad
Dr. Hasan Shaharyar,Dentist,B.D.S.,14 Years,Not Available,,4 Years,not available,100%,Islamabad
Dr. Mariam Shaikh,"Dentist, Restorative Dentist, Cosmetic Dentist, Specialist in Operative Dentistry",B.D.S,6 Years,Not Available,,Under 15 Min,10,100%,Islamabad
Col. (R) Dr. Naveed Arshad Khokhar,"Dentist, Implantologist",BDS,30 Years,Not Available,RDS,Under 15 Min,17,93%,Islamabad
Dr. Kiran Rasheed,"Dentist, Cosmetic Dentist",B.D.S,15 Years,Not Available,,Under 15 Min,3,50%,Islamabad
Dr. Umair Farrukh,Dentist,BDS,15 Years,Not Available,DDPHRCS (Eng.),9 Years,not available,50%,Islamabad
